,date,ratePerDay
199,18-07-20,-0.017666666666666664
200,19-07-20,-0.023999999999999994
201,20-07-20,-0.030333333333333337
202,21-07-20,-0.03666666666666665
203,22-07-20,-0.04300000000000001
204,23-07-20,-0.04933333333333334
205,24-07-20,-0.05566666666666667
206,25-07-20,-0.062
207,26-07-20,-0.06833333333333333
208,27-07-20,-0.07466666666666666
209,28-07-20,-0.08099999999999999
210,29-07-20,-0.08733333333333335
211,30-07-20,-0.09366666666666668
212,31-07-20,-0.1
213,1-08-20,-0.1
214,2-08-20,-0.09933333333333334
215,3-08-20,-0.09866666666666667
216,4-08-20,-0.098
217,5-08-20,-0.09733333333333334
218,6-08-20,-0.09666666666666668
219,7-08-20,-0.096
220,8-08-20,-0.09533333333333334
221,9-08-20,-0.09466666666666668
222,10-08-20,-0.094
223,11-08-20,-0.09333333333333334
224,12-08-20,-0.09266666666666667
225,13-08-20,-0.092
226,14-08-20,-0.09133333333333334
227,15-08-20,-0.09066666666666667
228,16-08-20,-0.09
229,17-08-20,-0.08933333333333333
230,18-08-20,-0.08866666666666667
231,19-08-20,-0.08800000000000001
232,20-08-20,-0.08733333333333333
233,21-08-20,-0.08666666666666667
234,22-08-20,-0.08600000000000001
235,23-08-20,-0.08533333333333334
236,24-08-20,-0.08466666666666667
237,25-08-20,-0.084
238,26-08-20,-0.08333333333333334
239,27-08-20,-0.08266666666666667
240,28-08-20,-0.082
241,29-08-20,-0.08133333333333334
242,30-08-20,-0.08066666666666666
243,31-08-20,-0.08
